EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
3313,Central,Commercial,644.14,520.19,123.95,82891.97
3314,Central,Residential,1001.94,843.03,158.91,89786.75
3315,South,Industrial,1198.07,1022.82,175.25,5224.86
3316,East,Commercial,1734.21,1659.77,74.44,85040.8
3317,North,Residential,2388.96,2316.46,72.5,19572.52
3318,West,Industrial,2440.29,2067.02,373.27,98574.87
3319,South,Industrial,589.64,503.14,86.5,98387.3
3320,South,Residential,502.1,466.08,36.02,45187.23
3321,West,Residential,1700.44,1457.15,243.29,77935.56
3322,Central,Residential,1192.8,994.72,198.08,11660.4
3323,North,Residential,892.38,796.74,95.64,33922.81
3324,Central,Residential,1469.47,1289.35,180.12,7266.76
3325,West,Commercial,881.94,710.41,171.53,35870.53
3326,South,Industrial,2393.32,2152.36,240.96,73299.02
3327,Central,Industrial,2386.22,2158.32,227.9,48915.01
3328,East,Residential,2479.88,2096.27,383.61,13935.23
3329,North,Residential,1053.36,952.76,100.6,31865.27
3330,South,Industrial,1353.77,1138.95,214.82,20943.39
3331,West,Industrial,1853.08,1625.97,227.11,35796.07
3332,North,Commercial,1006.63,971.88,34.75,34840.39
3333,West,Residential,2472.9,1994.92,477.98,48416.5
3334,North,Commercial,971.11,949.89,21.22,30377.16
3335,North,Commercial,1807.96,1500.93,307.03,51191.56
3336,West,Industrial,2229.01,1811.67,417.34,33997.04
3337,Central,Commercial,917.26,843.51,73.75,70135.57
3338,West,Industrial,2286.16,1969.53,316.63,88114.46
3339,West,Residential,2068.49,1965.75,102.74,86237.99
3340,East,Industrial,1004.64,929.66,74.98,86007.39
3341,West,Residential,1881.58,1563.44,318.14,78188.68
3342,Central,Residential,2048.85,1859.88,188.97,67913.93
3343,West,Residential,1663.05,1595.31,67.74,67385.54
3344,South,Industrial,1073.96,894.89,179.07,92290.3
3345,Central,Residential,1774.29,1472.71,301.58,61454.24
3346,North,Residential,584.65,540.07,44.58,36841.93
3347,Central,Commercial,1040.89,1009.04,31.85,17512.86
3348,East,Commercial,935.61,904.4,31.21,65857.74
3349,North,Residential,1158.64,940.03,218.61,34952.24
3350,East,Commercial,2216.3,1975.31,240.99,37088.95
3351,North,Residential,2400.18,2003.42,396.76,22439.11
3352,North,Commercial,1809.35,1643.5,165.85,76054.34
3353,Central,Industrial,1730.77,1584.84,145.93,18789.95
3354,East,Industrial,1923.05,1670.25,252.8,27335.22
3355,North,Commercial,732.46,593.55,138.91,97701.81
3356,Central,Industrial,567.5,502.08,65.42,72135.01
3357,West,Industrial,561.49,492.07,69.42,21219.24
3358,North,Industrial,703,651.54,51.46,47520.2
3359,Central,Commercial,2235.05,1987.22,247.83,56432.82
3360,South,Industrial,1357.69,1233.25,124.44,43328.58
3361,North,Residential,1035.42,917.77,117.65,81631.28
3362,West,Residential,916.52,778.51,138.01,24925.14
3363,East,Industrial,2185.58,1916.74,268.84,40749.52
3364,East,Commercial,1104.9,1066.63,38.27,18774.46
3365,West,Residential,1713.6,1465.15,248.45,98866.26
3366,East,Residential,656.33,595.02,61.31,90745.64
3367,East,Industrial,1991.01,1615.84,375.17,22416.74
3368,Central,Industrial,2245.47,1906.55,338.92,77989.59
3369,West,Industrial,2273.72,1861.73,411.99,87586.32
3370,East,Commercial,512,461.8,50.2,55242.39
3371,East,Residential,2435.69,2276.98,158.71,98523.58
3372,Central,Commercial,907.49,788.79,118.7,23649.79
3373,North,Residential,646.74,567.11,79.63,56058.58
3374,North,Commercial,999.32,915.25,84.07,88890.42
3375,Central,Commercial,2231.94,1808.12,423.82,70721.86
3376,Central,Industrial,2131.64,1971,160.64,48630.7
3377,Central,Residential,995.94,826.92,169.02,8031.87
3378,South,Industrial,2030.01,1744.89,285.12,11584.08
3379,North,Commercial,2172.25,1992.17,180.08,80043.15
3380,South,Commercial,1773.81,1529.63,244.18,80703.42
3381,South,Industrial,1804.28,1718.01,86.27,11176.08
3382,East,Industrial,1576.83,1371.07,205.76,24330.98
3383,South,Industrial,2004.22,1899.17,105.05,86917.73
3384,West,Industrial,1085.4,1055.52,29.88,73253.68
3385,East,Commercial,1427.8,1305.47,122.33,19308.65
3386,West,Commercial,1602.07,1402.96,199.11,77964.63
3387,South,Commercial,511.92,411.59,100.33,54155.74
3388,West,Industrial,1361.95,1306.7,55.25,65089.43
3389,South,Commercial,1303.25,1259.75,43.5,71752.28
3390,North,Commercial,2464.98,2134.37,330.61,73162.17
3391,North,Industrial,1528.71,1293.1,235.61,53140.19
3392,East,Residential,1298.74,1221.32,77.42,35906.96
3393,East,Commercial,1150.55,1076.25,74.3,6796.56
3394,South,Commercial,2048.74,1733.29,315.45,9564.52
3395,Central,Commercial,2181.47,1764.26,417.21,30505.57
3396,West,Residential,1953.95,1693.58,260.37,14672.96
3397,South,Industrial,1189.08,953,236.08,38554.54
3398,Central,Industrial,2235.28,2178.97,56.31,42786.5
3399,East,Residential,2470.22,2129.58,340.64,31016.76
3400,Central,Residential,501.35,414.72,86.63,91566.11
3401,East,Residential,666.52,650.37,16.15,89036.83
3402,East,Industrial,2034.99,1903.35,131.64,29596.63
3403,North,Residential,2001.46,1658.63,342.83,93794.55
3404,East,Commercial,674.8,561.56,113.24,14945.63
3405,South,Industrial,1110.46,1080.48,29.98,50787.4
3406,Central,Industrial,679.74,613.77,65.97,87422.47
3407,West,Residential,2220.25,2151.22,69.03,90030.48
3408,North,Residential,1237.18,1039.13,198.05,31013.49
3409,West,Residential,968.09,833.97,134.12,64730.99
3410,South,Industrial,1059.67,1029.28,30.39,92581.1
3411,West,Commercial,2215.54,1867.82,347.72,43354.13
3412,Central,Commercial,1603.22,1392.3,210.92,71399.97
3413,South,Commercial,1872.97,1545.46,327.51,20245.35
3414,South,Commercial,1115.18,1028.16,87.02,15578.7
3415,West,Residential,2389.91,1996.61,393.3,44569.93
3416,North,Residential,1858.86,1679.66,179.2,21512.47
3417,West,Commercial,2398.94,2308.41,90.53,19819.43
3418,Central,Industrial,1289.32,1037.7,251.62,71890.64
3419,North,Residential,2305.2,2180.6,124.6,72789.77
3420,South,Industrial,783.12,652.85,130.27,38466.48
3421,Central,Commercial,1727.4,1488.04,239.36,66541.82
3422,West,Commercial,1740.68,1672.68,68,11306.58
3423,South,Residential,682.84,586.45,96.39,51801.41
3424,East,Residential,2421.04,2226.28,194.76,68888.95
3425,South,Residential,1042.23,1009.94,32.29,14058.83
3426,East,Residential,1242.4,1102.57,139.83,66115.71
3427,East,Commercial,1258.89,1054.92,203.97,33520.81
3428,Central,Residential,509,477.23,31.77,83715.62
3429,East,Industrial,1764.92,1585.02,179.9,56588.78
3430,South,Commercial,2384.61,1985.37,399.24,74097.63
3431,East,Commercial,1735.35,1406.67,328.68,35160.32
3432,North,Residential,912.49,869.79,42.7,43060.77
3433,East,Residential,2491.83,2433.39,58.44,13770.74
3434,North,Residential,2037.74,1802.74,235,65610.08
3435,East,Commercial,1312.76,1267.3,45.46,36199.42
3436,South,Industrial,1194.51,998.32,196.19,57380.36
3437,Central,Commercial,2477.78,2101.34,376.44,67777.83
3438,East,Commercial,2003.39,1712.05,291.34,91104.46
3439,East,Industrial,1805.81,1639.88,165.93,88066.69
3440,Central,Residential,780.27,733.88,46.39,85976.23
3441,Central,Residential,2483.77,2025.52,458.25,88593.28
3442,West,Residential,2024.03,1655.09,368.94,69131.52
3443,North,Commercial,1529.25,1280.81,248.44,77243.14
3444,North,Industrial,512.84,410.91,101.93,9308.35
3445,Central,Industrial,674.66,634.44,40.22,41564.32
3446,West,Commercial,1696.6,1659.1,37.5,86947.06
3447,East,Commercial,519.03,495.42,23.61,27083.98
3448,South,Residential,894.11,788.61,105.5,49815.59
3449,Central,Commercial,677.78,577.43,100.35,21941.46
3450,North,Industrial,967.75,905.72,62.03,69699.91
3451,South,Industrial,1738.95,1546.4,192.55,43254.63
3452,South,Residential,1858.8,1625.51,233.29,68871.47
3453,South,Industrial,613.8,546.73,67.07,95889.43
3454,West,Residential,2289.31,2023.16,266.15,70897.53
3455,West,Residential,888.31,842.28,46.03,94083.35
3456,North,Commercial,2042.76,1940.73,102.03,8855.05
3457,West,Commercial,1936.29,1822.35,113.94,81691.23
3458,Central,Residential,1464.13,1285.08,179.05,38676.74
3459,North,Residential,721.88,581.87,140.01,68945.43
3460,East,Commercial,1048.19,893.39,154.8,61779.4
3461,West,Industrial,1991.48,1743.99,247.49,86194.75
3462,East,Industrial,1970.95,1850.23,120.72,29946.09
3463,South,Residential,1901.15,1649.26,251.89,36551
3464,Central,Residential,2461.33,2336.45,124.88,25827.35
3465,East,Commercial,2054.16,1703.04,351.12,55153.47
3466,North,Industrial,2068.4,1658.29,410.11,39149.54
3467,Central,Industrial,1768.59,1693.88,74.71,46725.62
3468,North,Residential,787.73,671.73,116,67003.09
3469,East,Residential,1923.57,1880.46,43.11,62252.13
3470,North,Residential,1060.99,908.75,152.24,22885.28
3471,West,Industrial,686.45,601.46,84.99,52379.56
3472,Central,Commercial,1938.56,1804.64,133.92,45371.63
3473,South,Residential,2314.85,2094.5,220.35,57544.71
3474,South,Residential,748.07,668.9,79.17,57729.78
3475,North,Industrial,1565.25,1484.13,81.12,98875.52
3476,Central,Industrial,1457.33,1239.56,217.77,75902.15
3477,South,Residential,1340.79,1167.7,173.09,31629.92
3478,West,Residential,1388.98,1139.89,249.09,24562.71
3479,West,Residential,2433.94,1947.47,486.47,11955.91
3480,West,Industrial,2167.87,2109.69,58.18,49203.25
3481,South,Residential,676.94,619.41,57.53,58001.86
3482,South,Commercial,2262.24,1869.06,393.18,59163.2
3483,Central,Commercial,2071.33,2006.21,65.12,80783.11
3484,North,Industrial,1299.32,1048.1,251.22,78538.81
3485,South,Commercial,881.56,738.69,142.87,68567.29
3486,East,Residential,1925.93,1825.83,100.1,85682.9
3487,Central,Industrial,1740.3,1408.14,332.16,70400.23
3488,East,Industrial,628.41,573.31,55.1,91821.39
3489,South,Residential,542.07,457.03,85.04,19801.39
3490,East,Commercial,2306.84,1862.65,444.19,62630.1
3491,Central,Commercial,1029.56,993.05,36.51,40817.74
3492,South,Industrial,1065.5,1040.74,24.76,46255.01
3493,North,Residential,2198.2,2114.69,83.51,66389.05
3494,East,Industrial,2121.96,1933.98,187.98,20203.12
3495,Central,Commercial,1131.86,1077.54,54.32,40489.08
3496,East,Commercial,742.52,672.52,70,79571.13
3497,East,Residential,2159,2088.67,70.33,13554.67
3498,South,Commercial,1839.65,1799.68,39.97,33372.65
3499,West,Commercial,981.82,856.34,125.48,12343.31
3500,Central,Industrial,850.38,732.51,117.87,36336.39
3501,East,Residential,731.07,715.2,15.87,89996.08
3502,East,Industrial,584.7,525.72,58.98,99303.05
3503,East,Residential,1573.23,1516.49,56.74,18007.78
3504,North,Industrial,2378.09,1983.86,394.23,64265.31
3505,South,Industrial,1010.09,974.67,35.42,84962.62
3506,South,Residential,869.02,831.61,37.41,78447.25
3507,East,Residential,880.51,727.5,153.01,44055.83
3508,West,Industrial,2000.56,1920.75,79.81,80073.95
3509,East,Industrial,1520.13,1356.37,163.76,91982.19
3510,East,Residential,2455.81,2004.9,450.91,75677.9
3511,North,Commercial,2260.62,2064.93,195.69,48473.68
3512,East,Commercial,755.37,662.99,92.38,32113.71
3513,North,Commercial,1104.18,905.57,198.61,81823.36
3514,North,Industrial,948.35,917.95,30.4,57756.73
3515,Central,Industrial,698.44,612.85,85.59,20582.94
3516,Central,Industrial,609.84,537.59,72.25,43910.19
3517,West,Residential,2280.38,1973.14,307.24,54594.29
3518,North,Industrial,1619.2,1581.56,37.64,36959.92
3519,North,Industrial,2136.35,1983.41,152.94,34371.81
3520,South,Commercial,849.3,769.52,79.78,53230.52
3521,West,Residential,1463.53,1331.69,131.84,65146.69
3522,Central,Commercial,1709.72,1398.74,310.98,72959.63
3523,West,Residential,2217.3,2007,210.3,84178.97
3524,South,Commercial,719.06,640.79,78.27,85030.25
3525,South,Residential,1360.29,1331.26,29.03,45129.08
3526,North,Residential,2258.82,1820.06,438.76,78680.19
3527,South,Industrial,1415.54,1153.84,261.7,84060.18
3528,South,Commercial,2439.12,2354.7,84.42,23481.95
3529,Central,Residential,723.72,693.14,30.58,29996.64
3530,South,Industrial,2221.43,1961.93,259.5,70337.66
3531,East,Industrial,671.27,601.11,70.16,89217.87
3532,West,Residential,1479.16,1395.29,83.87,41506.7
3533,North,Residential,2169.22,1870.52,298.7,87808.67
3534,West,Commercial,699.51,638.7,60.81,55202.37
3535,North,Industrial,1859.55,1520.42,339.13,47592.42
3536,South,Residential,1606.43,1402.63,203.8,79925.23
3537,East,Commercial,641.2,596.87,44.33,83934.7
3538,South,Residential,980.85,832.63,148.22,86412.05
3539,South,Industrial,2126.1,1784.91,341.19,96040.42
3540,North,Residential,1929.42,1747,182.42,63012.78
3541,North,Commercial,1589.18,1496.75,92.43,44088.64
3542,East,Commercial,2304.37,2035.96,268.41,57462
3543,West,Commercial,790.28,762.41,27.87,13661.8
3544,Central,Industrial,2413.34,2346.08,67.26,9105.61
3545,Central,Residential,1602.87,1331.79,271.08,37024.96
3546,East,Residential,823.05,720.7,102.35,35377.65
3547,Central,Commercial,519.74,447.13,72.61,32389.74
3548,East,Residential,820.64,744.29,76.35,97334.13
3549,North,Residential,1752.13,1469.04,283.09,89444.52
3550,South,Industrial,1259.74,1234.34,25.4,38838.48
3551,West,Residential,591.96,544.08,47.88,61800.34
3552,North,Residential,618.23,582.45,35.78,16954.87
3553,South,Industrial,1510.25,1219.44,290.81,65544.95
3554,Central,Industrial,2427.57,2160.97,266.6,22668.67
3555,West,Industrial,524.72,456.79,67.93,27481.68
3556,West,Residential,855.15,826.8,28.35,64102.48
3557,West,Residential,1285.43,1037.21,248.22,89352.91
3558,Central,Commercial,758.11,650.7,107.41,84785.19
3559,South,Residential,1730.42,1489.51,240.91,93673.35
3560,Central,Residential,943.28,860.25,83.03,42575.55
3561,North,Residential,1555.01,1494.15,60.86,37347.42
3562,West,Commercial,2486.26,2419.63,66.63,40181.4
3563,South,Industrial,2161.57,1990.61,170.96,47430.65
3564,North,Commercial,836.12,682.93,153.19,76117.92
3565,North,Residential,1587.23,1272.55,314.68,86776.07
3566,Central,Residential,594.65,537.05,57.6,61243.98
3567,North,Residential,1290.16,1172.54,117.62,68017.61
3568,North,Industrial,1019.24,982.59,36.65,44449.53
3569,North,Industrial,607.09,558.94,48.15,7889.27
3570,East,Industrial,572.02,537.5,34.52,12951.53
3571,West,Industrial,2441.13,2249.6,191.53,57406.52
3572,South,Residential,1445.63,1199.73,245.9,81743.15
3573,Central,Commercial,2072.12,1957.74,114.38,60221.59
3574,North,Commercial,2362.02,1950.27,411.75,10252.17
3575,East,Industrial,1886.09,1610.72,275.37,28444.86
3576,North,Industrial,1222.2,1089.37,132.83,85390.93
3577,East,Residential,1081.22,932.45,148.77,18394.87
3578,South,Industrial,1800.68,1565.1,235.58,81622.31
3579,North,Commercial,567.8,469.62,98.18,64439.12
3580,South,Commercial,685.47,644.49,40.98,74952.22
3581,North,Industrial,897.62,747.71,149.91,56341.37
3582,North,Commercial,2349.25,1888.04,461.21,83885.57
3583,East,Industrial,1875.76,1832.96,42.8,46285.16
3584,Central,Residential,1938.24,1811.43,126.81,90682.34
3585,West,Residential,2409.99,2242.67,167.32,82611.67
3586,South,Industrial,1464.01,1314.58,149.43,76085.3
3587,North,Commercial,2323.9,1898.66,425.24,76953.39
3588,South,Commercial,524.35,420.57,103.78,47354.3
3589,Central,Residential,1732.94,1394.98,337.96,73922.4
3590,South,Commercial,1203.14,1120.14,83,87244.23
3591,South,Residential,787.61,644.19,143.42,85914.28
3592,Central,Residential,502.7,429.29,73.41,41189.87
3593,Central,Commercial,535.42,501.09,34.33,56410.18
3594,South,Industrial,879.09,812.42,66.67,24710.88
3595,Central,Commercial,1214.91,1005.54,209.37,60002.15
3596,West,Residential,1637.32,1458.24,179.08,66940.01
3597,West,Industrial,788.69,676.19,112.5,78677.33
3598,South,Commercial,1473.12,1263.93,209.19,37404.54
3599,East,Commercial,2015.8,1634.46,381.34,50942.53
3600,East,Commercial,2007.75,1877.77,129.98,51809.79
3601,North,Industrial,1709.45,1493.88,215.57,79416.27
3602,West,Residential,1808.52,1586.74,221.78,98925.51
3603,Central,Commercial,958.54,925.57,32.97,95086.47
3604,Central,Residential,2301.59,2066.51,235.08,23151.53
3605,Central,Industrial,1425.57,1239.86,185.71,98799.74
3606,East,Commercial,617.37,562.58,54.79,83765.96
3607,Central,Industrial,1550.17,1290.96,259.21,16388.46
3608,East,Residential,1632.28,1442.37,189.91,62593.36
3609,South,Commercial,2346.89,2258.04,88.85,28154.89
3610,Central,Industrial,1135.71,978.57,157.14,43185.64
3611,East,Industrial,1055.98,1031.87,24.11,23719.74
3612,North,Industrial,1611.98,1384.19,227.79,75811.73
3613,South,Industrial,817.41,776.43,40.98,13375.74
3614,East,Residential,1654.68,1458.74,195.94,73183.61
3615,East,Commercial,1934.35,1686.33,248.02,23696.26
3616,Central,Industrial,2015.6,1690.65,324.95,47376.85
3617,North,Industrial,2471.13,2108.7,362.43,59982.35
3618,North,Industrial,757.05,646.5,110.55,88533.02
3619,East,Commercial,2310.81,2254.41,56.4,29172.95
3620,Central,Residential,572.36,526.49,45.87,70062.14
3621,West,Industrial,1006.72,808.58,198.14,8618
3622,North,Industrial,560.81,463.17,97.64,7150.41
3623,North,Commercial,2366.71,2300.69,66.02,61455.51
3624,East,Residential,942.32,889.89,52.43,51953.21
3625,West,Industrial,1775.31,1693.85,81.46,43263.77
3626,West,Commercial,1615.48,1571.53,43.95,62012.74
3627,North,Residential,2391.59,2296.83,94.76,12409.42
3628,North,Industrial,2055.65,1738.74,316.91,51148.32
3629,East,Industrial,769.65,668.84,100.81,37025.55
3630,East,Commercial,2400.66,2257.85,142.81,67614.67
3631,North,Residential,1153.65,974.51,179.14,46885.15
3632,Central,Industrial,1335.92,1163.42,172.5,33664.94
3633,South,Industrial,1721.49,1416.77,304.72,87378.9
3634,West,Industrial,630.75,617.08,13.67,76853.39
3635,South,Commercial,534.97,518.68,16.29,40134.48
3636,West,Residential,1519.39,1236.65,282.74,62436.83
3637,East,Industrial,657.77,554.82,102.95,6838.29
3638,South,Residential,572.45,532.51,39.94,44838.02
3639,East,Commercial,1946.32,1794.16,152.16,76612.73
3640,West,Industrial,2460.83,2341.65,119.18,78564.92
3641,South,Industrial,653.28,541.51,111.77,57775.32
3642,West,Industrial,2289.24,1914.85,374.39,85995.6
3643,Central,Residential,1354.55,1180.64,173.91,13114.09
3644,Central,Commercial,2106.52,2024.92,81.6,15331.17
3645,Central,Residential,2048.93,1757.46,291.47,15106.28
3646,North,Industrial,2412.29,2311.26,101.03,37100.54
3647,East,Residential,521.43,493.31,28.12,29167.1
3648,Central,Industrial,2100.91,1695.93,404.98,46556.25
3649,East,Residential,1420.55,1190.81,229.74,81590.26
3650,East,Industrial,1322.42,1102.93,219.49,48178.47
3651,South,Industrial,1733.56,1487.81,245.75,81157.5
3652,North,Industrial,1815.8,1694.7,121.1,32394.52
3653,East,Residential,1683.47,1380.86,302.61,75120.58
3654,Central,Industrial,1350.78,1246.98,103.8,56156.59
3655,East,Industrial,1651.42,1373.51,277.91,10548.69
3656,East,Commercial,2290.29,2195.81,94.48,20340.25
3657,South,Commercial,1156.25,1037.73,118.52,16501.67
3658,Central,Commercial,1465.03,1259.79,205.24,37425.51
3659,Central,Residential,1141.81,994.54,147.27,24233.58
3660,East,Residential,1703.48,1429.26,274.22,52300.68
3661,South,Residential,1993.23,1667.27,325.96,33129.45
3662,West,Commercial,2281.72,2063.64,218.08,20635.88
3663,North,Industrial,1156.98,949.3,207.68,51206.1
3664,South,Residential,1580.6,1416.9,163.7,95914.58
3665,South,Residential,2433.5,2269.67,163.83,97370.67
3666,North,Commercial,1076.64,980.52,96.12,54709.62
3667,East,Residential,2488.39,2145.85,342.54,46651.9
3668,North,Residential,1958.68,1616.59,342.09,70862.98
3669,North,Residential,901.87,856.14,45.73,32670.15
3670,West,Commercial,943.42,882.28,61.14,82145.55
3671,West,Residential,595.44,557.14,38.3,26573.57
3672,Central,Commercial,1135.55,1067.87,67.68,79361.08
3673,South,Commercial,2180.75,2110.57,70.18,54407.68
3674,East,Residential,2048.14,1904.41,143.73,19278.45
3675,East,Residential,1441.91,1231.16,210.75,14800.61
3676,Central,Residential,1134.07,956.6,177.47,55165.63
3677,East,Industrial,1434.36,1286.62,147.74,43266.98
3678,West,Residential,1446.51,1407.24,39.27,60131.4
3679,East,Commercial,1870.37,1742.39,127.98,53349.3
3680,North,Industrial,636.4,570.86,65.54,96248.68
3681,South,Residential,1096.24,962.29,133.95,35437.3
3682,West,Industrial,960.64,887.03,73.61,47664.42
3683,East,Industrial,2160.32,1826.37,333.95,16188.12
3684,Central,Residential,687.61,615.3,72.31,57089.11
3685,Central,Commercial,582.58,510.17,72.41,92405.47
3686,North,Residential,2218.73,1895.41,323.32,87759.11
3687,South,Industrial,1797.66,1631.67,165.99,73595.24
3688,West,Commercial,1872.65,1684.02,188.63,73811.51
3689,Central,Commercial,1172.02,1031.17,140.85,9946.4
3690,Central,Commercial,1855.46,1516.7,338.76,75094.94
3691,West,Industrial,1518.25,1410.47,107.78,68173.01
3692,West,Commercial,1638.25,1599.58,38.67,70271.09
3693,South,Industrial,1519.09,1437.67,81.42,74146.78
3694,North,Residential,1936.4,1860.3,76.1,15001.17
3695,East,Residential,2073.17,1755.33,317.84,24843.44
3696,Central,Industrial,1056,866.91,189.09,80306.25
3697,West,Industrial,1167.44,1010.43,157.01,99820.22
3698,West,Residential,817.02,778.24,38.78,62436.21
3699,North,Industrial,1674.24,1410.57,263.67,77752.75
3700,East,Commercial,1159.9,1117.17,42.73,87719.4
3701,South,Commercial,2026.01,1867.29,158.72,60824.14
3702,Central,Commercial,646.21,558.71,87.5,71893.01
3703,West,Industrial,2272.67,1887.88,384.79,56957.32
3704,South,Commercial,815.9,669.98,145.92,22087.54
3705,Central,Residential,2065.4,1708.72,356.68,72807.21
3706,West,Industrial,1003.54,882.63,120.91,70573.01
3707,East,Commercial,692.63,673.65,18.98,12896.93
3708,North,Residential,1360.96,1274.62,86.34,37499.62
3709,North,Industrial,2204.11,2071.41,132.7,47076.84
3710,West,Commercial,640.67,557.79,82.88,90873.58
3711,South,Residential,1157.75,1131.57,26.18,53705.03
3712,North,Residential,1745.35,1495.26,250.09,27314.52
3713,South,Industrial,534.74,441.93,92.81,42420.36
3714,South,Residential,2481.73,2417.05,64.68,61738.46
3715,North,Residential,1114.3,987.37,126.93,41989.09
3716,South,Residential,2279.79,2188.62,91.17,51039.09
3717,West,Industrial,742.44,712.16,30.28,12621.54
3718,Central,Industrial,1246.21,1194.78,51.43,93635.78
3719,South,Residential,2415.68,2227.54,188.14,25802.47
3720,North,Residential,2097.43,1986.61,110.82,8470.57
3721,East,Residential,1469.03,1244.34,224.69,72732.07
3722,North,Commercial,1185.5,1056.88,128.62,90562.9
3723,West,Industrial,899.96,804.54,95.42,75267.59
3724,North,Commercial,1979.12,1765.56,213.56,64265.85
3725,West,Commercial,1749.3,1702.08,47.22,49895.07
3726,North,Industrial,1663.71,1555.15,108.56,90854.69
3727,Central,Residential,1972.23,1845.88,126.35,6157.94
3728,Central,Residential,1158.63,985.11,173.52,67756.44
3729,Central,Industrial,2473.2,2110.17,363.03,6824.19
3730,Central,Industrial,1459.68,1373.59,86.09,5443.73
3731,South,Industrial,683.39,657.57,25.82,84125.87
3732,North,Residential,2360.45,2243.65,116.8,7605.7
3733,North,Industrial,2391.43,2246.86,144.57,47045.07
3734,North,Commercial,2098.99,1966.03,132.96,97421.93
3735,East,Industrial,2020.07,1831.44,188.63,23768.54
3736,South,Commercial,1456.23,1280.01,176.22,79709.24
3737,North,Residential,2001.27,1678.22,323.05,68841.71
3738,South,Commercial,1238.01,995.84,242.17,55912.47
3739,West,Industrial,701.41,609.82,91.59,53729.26
3740,East,Residential,1811.02,1539.84,271.18,14889.22
3741,East,Industrial,2177.31,1765.87,411.44,6768.12
3742,North,Residential,696.5,672.4,24.1,19430.91
3743,South,Industrial,866.61,712.52,154.09,37961.3
3744,East,Commercial,1008.12,826.3,181.82,22031.72
3745,East,Industrial,1520.07,1381.35,138.72,6965.55
3746,East,Residential,1705.51,1629.41,76.1,95019.52
3747,North,Residential,895.55,735.26,160.29,11992.47
3748,East,Industrial,1596.42,1453.25,143.17,87153
3749,South,Commercial,1961.09,1838.64,122.45,70137.29
3750,East,Industrial,1814.78,1776.47,38.31,30744.62
3751,West,Residential,2395.77,2235.9,159.87,72873.48
3752,East,Residential,565.69,491.41,74.28,37059.79
3753,North,Residential,1758.02,1631.68,126.34,86108.94
3754,West,Commercial,1381.1,1105.65,275.45,32553.84
3755,South,Residential,670.09,625.64,44.45,56940.21
3756,North,Industrial,1786.1,1633.61,152.49,21678.46
3757,East,Industrial,2066.65,1904.99,161.66,88919.67
3758,Central,Industrial,1917.92,1655.24,262.68,14531.76
3759,Central,Industrial,1700.18,1537.48,162.7,81856.61
3760,North,Residential,1447.46,1216.74,230.72,92150.21
3761,Central,Commercial,623.92,533.27,90.65,81133.43
3762,South,Commercial,2315.47,1879.33,436.14,41552.94
3763,North,Residential,2423.75,2323.98,99.77,5473.47
3764,Central,Commercial,1096.64,973.98,122.66,74683.8
3765,East,Industrial,867.36,799.48,67.88,44009.89
3766,West,Residential,2452.65,2210.55,242.1,28051.97
3767,Central,Commercial,1688.8,1623.32,65.48,5833.9
3768,North,Commercial,2062.2,1859.32,202.88,93712.86
3769,West,Commercial,1008.5,906.06,102.44,81005.75
3770,South,Commercial,1154.73,965.61,189.12,66151.57
3771,East,Industrial,2164.4,1994.18,170.22,10464.63
3772,North,Industrial,1521.34,1245.26,276.08,78184.24
3773,South,Industrial,2390.66,2189.04,201.62,55438.57
3774,West,Industrial,1799.79,1555,244.79,32430.09
3775,East,Residential,1926.23,1808.44,117.79,25980.76
3776,South,Industrial,1644.37,1565.69,78.68,47121.03
3777,Central,Commercial,1207.89,1038,169.89,12244.74
3778,West,Industrial,1022.18,947.65,74.53,17621.45
3779,South,Commercial,1428.63,1290.02,138.61,60089.73
3780,Central,Industrial,2107.85,1773.33,334.52,27701.65
3781,West,Industrial,1578.72,1487.11,91.61,14004.79
3782,West,Residential,1498.23,1417.66,80.57,86439.87
3783,Central,Commercial,1507.53,1313.95,193.58,91017.99
3784,West,Commercial,1947.47,1610.11,337.36,65503.51
3785,East,Industrial,1961.25,1880.4,80.85,33511.05
3786,Central,Commercial,819.28,726.99,92.29,80711.37
3787,South,Residential,1814,1663.68,150.32,18005.93
3788,North,Commercial,1769.17,1532.37,236.8,73036.43
3789,East,Industrial,1400.01,1159.43,240.58,62936.96
3790,East,Residential,2098.83,1681.44,417.39,38358.36
3791,South,Commercial,2240.77,2009.33,231.44,84780.29
3792,North,Residential,822.61,738.96,83.65,95608.96
3793,North,Residential,994.7,874.97,119.73,38134.95
3794,North,Commercial,751.36,636.28,115.08,28344.99
3795,East,Industrial,1758.2,1581.57,176.63,36971.49
3796,West,Commercial,1485.98,1413.05,72.93,15662.22
3797,Central,Commercial,1996.96,1769.55,227.41,21798.29
3798,East,Commercial,1163.18,978.51,184.67,16190.78
3799,East,Commercial,1358.11,1125.63,232.48,19091.83
3800,North,Residential,2290.89,1949.56,341.33,29370.72
3801,North,Commercial,1491.46,1375.64,115.82,20929.94
3802,East,Commercial,1661.69,1533.44,128.25,35368.21
3803,North,Industrial,2215.26,2018.57,196.69,79503.46
3804,South,Industrial,1183.07,1134.98,48.09,11568.99
3805,West,Commercial,2410.58,2191.04,219.54,93190.62
3806,North,Industrial,2166.43,1911,255.43,74977.22
3807,North,Residential,763.07,616.88,146.19,41723.16
