EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost,cpm,quartile,CostPerMW,EfficiencyQuartile,ReductionPct
4853,Central,Residential,1213.99,972.93,241.06,11106.85,46.07504355762051,Q1 (best),46.08,Q1 best,19.86
4854,South,Residential,1470.27,1392.57,77.7,80699.0,1038.5971685971685,Q4 (worst),1038.6,Q4 worst,5.28
4855,North,Commercial,1262.43,1154.51,107.92,57767.3,535.2789103039289,Q3,535.28,Q3,8.55
4856,Central,Residential,1847.96,1680.36,167.6,71549.98,426.90918854415276,Q3,426.91,Q3,9.07
4857,South,Industrial,1806.15,1575.02,231.13,39522.37,170.99627915026178,Q1 (best),171.0,Q1 best,12.8
4858,Central,Residential,974.08,856.65,117.43,5285.82,45.012518095886904,Q1 (best),45.01,Q1 best,12.06
4859,West,Industrial,1105.54,1028.47,77.07,41375.93,536.8616841832102,Q3,536.86,Q3,6.97
4860,West,Industrial,1775.22,1480.0,295.22,76807.08,260.1689587426326,Q2,260.17,Q2,16.63
4861,West,Industrial,1863.15,1796.71,66.44,6429.86,96.77694160144492,Q1 (best),96.78,Q1 best,3.57
4862,North,Commercial,1364.91,1318.51,46.4,95554.57,2059.365732758621,Q4 (worst),2059.37,Q4 worst,3.4
4863,East,Commercial,2001.73,1617.53,384.2,44877.29,116.80710567412807,Q1 (best),116.81,Q1 best,19.19
4864,Central,Residential,963.0,817.95,145.05,71028.79,489.6848672871423,Q3,489.68,Q3,15.06
4865,West,Residential,1957.63,1627.09,330.54,18568.12,56.175107400012095,Q1 (best),56.18,Q1 best,16.88
4866,East,Industrial,1293.32,1237.36,55.96,10500.5,187.64295925661187,Q2,187.64,Q2,4.33
4867,South,Residential,1957.94,1671.03,286.91,31938.05,111.31731204907462,Q1 (best),111.32,Q1 best,14.65
4868,West,Residential,1771.21,1511.78,259.43,49259.85,189.877230852253,Q2,189.88,Q2,14.65
4869,North,Commercial,817.39,673.59,143.8,91574.2,636.8164116828929,Q3,636.82,Q3,17.59
4870,North,Industrial,2487.46,2409.99,77.47,77807.24,1004.3531689686331,Q4 (worst),1004.35,Q4 worst,3.11
4871,North,Commercial,2382.02,1947.58,434.44,86822.76,199.8498296657766,Q2,199.85,Q2,18.24
4872,Central,Commercial,642.06,544.7,97.36,65056.19,668.2024445357437,Q4 (worst),668.2,Q4 worst,15.16
4873,South,Industrial,1799.05,1643.81,155.24,92712.01,597.2172764751352,Q3,597.22,Q3,8.63
4874,West,Commercial,1917.97,1731.95,186.02,24334.59,130.8170626814321,Q1 (best),130.82,Q1 best,9.7
4875,South,Industrial,2458.62,2115.1,343.52,50275.82,146.35485561248254,Q1 (best),146.35,Q1 best,13.97
4876,East,Residential,1339.27,1086.1,253.17,48266.15,190.64719358533793,Q2,190.65,Q2,18.9
4877,West,Commercial,1049.7,910.33,139.37,45448.19,326.0973667216761,Q2,326.1,Q2,13.28
4878,North,Commercial,1266.19,1132.67,133.52,6151.14,46.06905332534452,Q1 (best),46.07,Q1 best,10.55
4879,West,Residential,1442.27,1308.41,133.86,32463.52,242.51845211414908,Q2,242.52,Q2,9.28
4880,South,Residential,1048.04,845.71,202.33,27076.12,133.8215786092028,Q1 (best),133.82,Q1 best,19.31
4881,Central,Industrial,552.16,488.17,63.99,68343.44,1068.03313017659,Q4 (worst),1068.03,Q4 worst,11.59
4882,East,Commercial,1972.32,1667.19,305.13,66105.95,216.64847769803035,Q2,216.65,Q2,15.47
4883,West,Residential,1574.66,1535.27,39.39,62215.35,1579.4706778370144,Q4 (worst),1579.47,Q4 worst,2.5
4884,North,Industrial,768.01,708.57,59.44,11693.44,196.72678331090177,Q2,196.73,Q2,7.74
4885,West,Commercial,2044.19,1775.41,268.78,24162.88,89.8983555324057,Q1 (best),89.9,Q1 best,13.15
4886,Central,Commercial,1175.84,1068.9,106.94,85761.36,801.9577333083972,Q4 (worst),801.96,Q4 worst,9.09
4887,North,Commercial,1383.06,1195.11,187.95,9748.39,51.86693269486565,Q1 (best),51.87,Q1 best,13.59
4888,Central,Residential,824.69,663.5,161.19,70031.04,434.46268378931694,Q3,434.46,Q3,19.55
4889,West,Industrial,1736.48,1395.91,340.57,45333.23,133.10987462195732,Q1 (best),133.11,Q1 best,19.61
4890,East,Residential,1875.74,1792.76,82.98,91906.41,1107.5730296456977,Q4 (worst),1107.57,Q4 worst,4.42
4891,West,Residential,960.5,932.93,27.57,56046.47,2032.878853826623,Q4 (worst),2032.88,Q4 worst,2.87
4892,Central,Commercial,1953.42,1879.72,73.7,5987.49,81.24138398914518,Q1 (best),81.24,Q1 best,3.77
4893,North,Residential,1051.11,1016.19,34.92,36278.94,1038.9158075601374,Q4 (worst),1038.92,Q4 worst,3.32
4894,West,Commercial,2125.05,1933.45,191.6,16930.6,88.3643006263048,Q1 (best),88.36,Q1 best,9.02
4895,Central,Industrial,2243.33,2059.97,183.36,65864.29,359.20751527050606,Q3,359.21,Q3,8.17
4896,South,Industrial,1056.69,880.41,176.28,23788.82,134.94905831631496,Q1 (best),134.95,Q1 best,16.68
4897,North,Residential,803.87,679.52,124.35,29417.06,236.56662645757945,Q2,236.57,Q2,15.47
4898,Central,Residential,1887.82,1599.27,288.55,19985.29,69.26109859643043,Q1 (best),69.26,Q1 best,15.28
4899,North,Residential,530.37,467.75,62.62,98650.88,1575.3893324816354,Q4 (worst),1575.39,Q4 worst,11.81
4900,South,Industrial,1404.55,1321.76,82.79,49020.96,592.112090832226,Q3,592.11,Q3,5.89
4901,West,Residential,1343.47,1135.46,208.01,74694.35,359.0901879717322,Q3,359.09,Q3,15.48
4902,South,Residential,728.59,646.47,82.12,41251.99,502.33792011690207,Q3,502.34,Q3,11.27
4903,West,Residential,833.59,707.44,126.15,83089.61,658.6572334522393,Q4 (worst),658.66,Q4 worst,15.13
4904,North,Industrial,1850.13,1645.73,204.4,87300.28,427.1050880626223,Q3,427.11,Q3,11.05
4905,East,Commercial,1199.06,1097.33,101.73,92418.95,908.4729185097807,Q4 (worst),908.47,Q4 worst,8.48
4906,North,Industrial,1780.11,1659.54,120.57,93834.24,778.2552873849218,Q4 (worst),778.26,Q4 worst,6.77
4907,North,Industrial,2187.96,1826.35,361.61,17661.92,48.84245457813666,Q1 (best),48.84,Q1 best,16.53
4908,South,Industrial,918.72,865.18,53.54,54091.95,1010.3091146806125,Q4 (worst),1010.31,Q4 worst,5.83
4909,North,Residential,1791.85,1654.05,137.8,67873.39,492.54999999999995,Q3,492.55,Q3,7.69
4910,North,Residential,2475.5,2384.07,91.43,68366.42,747.7460352181996,Q4 (worst),747.75,Q4 worst,3.69
4911,North,Industrial,799.28,676.95,122.33,36175.39,295.7196926346767,Q2,295.72,Q2,15.31
4912,East,Residential,1092.02,969.89,122.13,64369.05,527.0535494964382,Q3,527.05,Q3,11.18
4913,South,Commercial,2249.8,2140.54,109.26,70423.91,644.5534504850815,Q3,644.55,Q3,4.86
4914,East,Industrial,1429.54,1292.45,137.09,18646.86,136.01911153256984,Q1 (best),136.02,Q1 best,9.59
4915,East,Commercial,2287.04,2076.68,210.36,34326.42,163.17940673131773,Q1 (best),163.18,Q1 best,9.2
4916,East,Commercial,520.68,416.95,103.73,31741.87,306.0047238021787,Q2,306.0,Q2,19.92
4917,West,Residential,1743.44,1680.74,62.7,89489.16,1427.2593301435406,Q4 (worst),1427.26,Q4 worst,3.6
4918,South,Industrial,2313.18,2051.23,261.95,77943.89,297.55254819622064,Q2,297.55,Q2,11.32
4919,Central,Residential,1381.03,1308.09,72.94,84610.47,1160.0009596928983,Q4 (worst),1160.0,Q4 worst,5.28
4920,Central,Industrial,684.91,615.09,69.82,92960.15,1331.4258092237183,Q4 (worst),1331.43,Q4 worst,10.19
4921,North,Residential,2024.23,1875.49,148.74,64016.66,430.39303482587064,Q3,430.39,Q3,7.35
4922,West,Industrial,2368.02,2001.04,366.98,7247.46,19.748923647065233,Q1 (best),19.75,Q1 best,15.5
4923,North,Commercial,782.85,669.06,113.79,44756.94,393.32929079883996,Q3,393.33,Q3,14.54
4924,West,Residential,873.91,802.19,71.72,63247.35,881.8648912437255,Q4 (worst),881.86,Q4 worst,8.21
4925,North,Industrial,1446.28,1266.96,179.32,58405.06,325.7029890698193,Q2,325.7,Q2,12.4
4926,Central,Industrial,1047.17,857.77,189.4,71802.22,379.1035902851109,Q3,379.1,Q3,18.09
4927,South,Residential,1802.4,1575.94,226.46,40902.73,180.61790161617947,Q2,180.62,Q2,12.56
4928,South,Residential,874.03,808.27,65.76,72501.15,1102.5114051094888,Q4 (worst),1102.51,Q4 worst,7.52
4929,North,Residential,2050.29,1936.21,114.08,84901.93,744.2315042075736,Q4 (worst),744.23,Q4 worst,5.56
4930,South,Residential,1330.55,1300.01,30.54,10945.28,358.39161755075315,Q3,358.39,Q3,2.3
4931,Central,Residential,2118.75,2049.79,68.96,56864.86,824.6064385150813,Q4 (worst),824.61,Q4 worst,3.25
4932,South,Industrial,1485.18,1196.51,288.67,13311.86,46.114455953164516,Q1 (best),46.11,Q1 best,19.44
4933,Central,Commercial,2165.05,1743.85,421.2,62000.84,147.20047483380816,Q1 (best),147.2,Q1 best,19.45
4934,West,Residential,2126.67,1940.3,186.37,24999.64,134.13982937167998,Q1 (best),134.14,Q1 best,8.76
4935,West,Commercial,1502.33,1423.54,78.79,78163.9,992.0535600964588,Q4 (worst),992.05,Q4 worst,5.24
4936,West,Commercial,2117.65,1700.07,417.58,19222.98,46.03424493510226,Q1 (best),46.03,Q1 best,19.72
4937,West,Commercial,1885.65,1802.52,83.13,6107.14,73.46493444003369,Q1 (best),73.46,Q1 best,4.41
4938,West,Industrial,2445.9,2256.07,189.83,90202.28,475.17399778749405,Q3,475.17,Q3,7.76
4939,Central,Residential,1126.57,1014.99,111.58,47876.38,429.0767162573938,Q3,429.08,Q3,9.9
4940,Central,Industrial,1607.05,1515.05,92.0,61872.55,672.5277173913043,Q4 (worst),672.53,Q4 worst,5.72
4941,South,Industrial,2293.05,1956.44,336.61,71988.92,213.86447223790142,Q2,213.86,Q2,14.68
4942,North,Residential,812.71,748.68,64.03,57174.32,892.9301889739185,Q4 (worst),892.93,Q4 worst,7.88
4943,North,Residential,2330.76,1907.42,423.34,50913.5,120.26621628005859,Q1 (best),120.27,Q1 best,18.16
4944,North,Residential,2227.0,1821.55,405.45,95329.46,235.12013811814035,Q2,235.12,Q2,18.21
4945,East,Industrial,1489.78,1315.72,174.06,48096.07,276.31891301849936,Q2,276.32,Q2,11.68
4946,South,Residential,1761.46,1485.38,276.08,61976.18,224.48630831643004,Q2,224.49,Q2,15.67
4947,South,Residential,2297.03,2087.3,209.73,46554.56,221.97377580698995,Q2,221.97,Q2,9.13
4948,East,Commercial,1199.7,1024.41,175.29,45277.23,258.2989902447373,Q2,258.3,Q2,14.61
4949,Central,Industrial,2298.53,2090.79,207.74,12470.03,60.02710118417252,Q1 (best),60.03,Q1 best,9.04
4950,West,Commercial,1597.98,1396.35,201.63,53035.89,263.03570897187916,Q2,263.04,Q2,12.62
4951,South,Commercial,1500.74,1366.61,134.13,35229.33,262.6506374412883,Q2,262.65,Q2,8.94
4952,West,Commercial,1869.63,1586.04,283.59,92265.44,325.3480023978279,Q2,325.35,Q2,15.17
4953,North,Commercial,1479.69,1253.64,226.05,64746.28,286.42459632824597,Q2,286.42,Q2,15.28
4954,East,Residential,740.32,674.77,65.55,99396.6,1516.3478260869567,Q4 (worst),1516.35,Q4 worst,8.85
4955,Central,Commercial,555.05,534.95,20.1,60864.25,3028.0721393034823,Q4 (worst),3028.07,Q4 worst,3.62
4956,East,Commercial,1524.45,1223.55,300.9,19032.31,63.251279494848795,Q1 (best),63.25,Q1 best,19.74
4957,East,Industrial,1290.98,1070.4,220.58,27163.11,123.14402937709674,Q1 (best),123.14,Q1 best,17.09
4958,Central,Industrial,969.93,911.97,57.96,40453.86,697.9616977225672,Q4 (worst),697.96,Q4 worst,5.98
4959,East,Commercial,1885.57,1763.48,122.09,50090.27,410.2733229584732,Q3,410.27,Q3,6.47
4960,East,Industrial,1600.24,1452.93,147.31,96134.93,652.6028782838911,Q4 (worst),652.6,Q4 worst,9.21
4961,Central,Residential,1897.05,1727.95,169.1,16780.07,99.23163808397398,Q1 (best),99.23,Q1 best,8.91
4962,West,Residential,1594.29,1403.32,190.97,23386.66,122.46248101796094,Q1 (best),122.46,Q1 best,11.98
4963,Central,Industrial,1149.57,1042.34,107.23,66958.0,624.433460785228,Q3,624.43,Q3,9.33
4964,South,Commercial,1004.3,940.23,64.07,87611.63,1367.43608553145,Q4 (worst),1367.44,Q4 worst,6.38
4965,Central,Industrial,2054.68,1862.75,191.93,68697.8,357.931537539728,Q3,357.93,Q3,9.34
4966,South,Commercial,710.12,675.23,34.89,90506.53,2594.053597019203,Q4 (worst),2594.05,Q4 worst,4.91
4967,East,Industrial,1358.46,1296.3,62.16,33870.44,544.8912483912485,Q3,544.89,Q3,4.58
4968,East,Commercial,2065.91,1679.77,386.14,66279.76,171.6469674211426,Q1 (best),171.65,Q1 best,18.69
4969,Central,Commercial,1001.28,930.72,70.56,59154.17,838.3527494331065,Q4 (worst),838.35,Q4 worst,7.05
4970,West,Residential,1424.94,1361.99,62.95,64170.04,1019.3810961080222,Q4 (worst),1019.38,Q4 worst,4.42
4971,West,Industrial,2146.64,1812.26,334.38,71471.57,213.74355523655723,Q2,213.74,Q2,15.58
4972,West,Industrial,528.64,469.61,59.03,96213.56,1629.9095375232932,Q4 (worst),1629.91,Q4 worst,11.17
4973,East,Commercial,933.87,872.72,61.15,7196.65,117.68847097301716,Q1 (best),117.69,Q1 best,6.55
4974,Central,Commercial,1808.28,1535.9,272.38,73518.2,269.9104192672002,Q2,269.91,Q2,15.06
4975,South,Industrial,1013.3,900.72,112.58,45182.79,401.3394030911352,Q3,401.34,Q3,11.11
4976,Central,Residential,1699.81,1404.87,294.94,93482.24,316.95341425374653,Q2,316.95,Q2,17.35
4977,South,Industrial,755.89,664.53,91.36,61817.7,676.6385726795096,Q4 (worst),676.64,Q4 worst,12.09
4978,East,Industrial,813.06,663.87,149.19,94373.21,632.5706146524567,Q3,632.57,Q3,18.35
4979,East,Residential,750.57,706.35,44.22,60759.51,1374.027815468114,Q4 (worst),1374.03,Q4 worst,5.89
4980,West,Residential,1112.67,912.37,200.3,61641.52,307.74598102845727,Q2,307.75,Q2,18.0
4981,South,Residential,1866.38,1600.4,265.98,91446.31,343.80897059929316,Q3,343.81,Q3,14.25
4982,North,Residential,1264.63,1029.12,235.51,81440.32,345.8040847522399,Q3,345.8,Q3,18.62
4983,East,Commercial,1334.83,1232.17,102.66,16094.32,156.77303721020846,Q1 (best),156.77,Q1 best,7.69
4984,Central,Industrial,911.21,735.01,176.2,15082.85,85.60073779795688,Q1 (best),85.6,Q1 best,19.34
4985,South,Residential,1774.72,1651.58,123.14,24508.25,199.02752964105895,Q2,199.03,Q2,6.94
4986,South,Industrial,1104.0,1051.46,52.54,91371.31,1739.0808907499047,Q4 (worst),1739.08,Q4 worst,4.76
4987,Central,Residential,2289.19,1898.66,390.53,39879.23,102.1156633293217,Q1 (best),102.12,Q1 best,17.06
4988,South,Commercial,1048.43,1001.53,46.9,34328.77,731.9567164179105,Q4 (worst),731.96,Q4 worst,4.47
4989,East,Residential,1832.36,1659.44,172.92,17567.72,101.59449456396023,Q1 (best),101.59,Q1 best,9.44
4990,East,Residential,1484.52,1292.73,191.79,62231.16,324.4755201001095,Q2,324.48,Q2,12.92
4991,Central,Residential,2202.62,1804.06,398.56,58644.25,147.14033018867926,Q1 (best),147.14,Q1 best,18.09
4992,Central,Residential,1829.3,1600.37,228.93,39967.72,174.58489494605337,Q2,174.58,Q2,12.51
4993,Central,Industrial,917.21,775.44,141.77,77835.8,549.0287084714679,Q3,549.03,Q3,15.46
4994,North,Residential,2098.08,2007.45,90.63,57770.99,637.4378241200485,Q3,637.44,Q3,4.32
4995,Central,Residential,730.95,651.56,79.39,93212.37,1174.1071923416046,Q4 (worst),1174.11,Q4 worst,10.86
4996,North,Industrial,1027.15,942.3,84.85,91024.29,1072.7671184443134,Q4 (worst),1072.77,Q4 worst,8.26
4997,South,Industrial,1150.25,977.0,173.25,76143.4,439.50014430014426,Q3,439.5,Q3,15.06
4998,South,Industrial,1695.67,1636.03,59.64,62306.61,1044.7117706237425,Q4 (worst),1044.71,Q4 worst,3.52
4999,South,Commercial,1065.8,921.17,144.63,19125.86,132.23992256101778,Q1 (best),132.24,Q1 best,13.57
5000,North,Commercial,2051.35,1693.28,358.07,75882.95,211.9221102019158,Q2,211.92,Q2,17.46
5001,West,Residential,1261.85,1230.02,31.83,88728.14,2787.5633050581214,Q4 (worst),2787.56,Q4 worst,2.52
5002,East,Residential,1831.42,1592.77,238.65,47794.24,200.26918080871567,Q2,200.27,Q2,13.03
5003,West,Residential,2224.92,2100.01,124.91,9293.9,74.40477143543352,Q1 (best),74.4,Q1 best,5.61
5004,West,Industrial,1446.61,1329.46,117.15,22522.29,192.251728553137,Q2,192.25,Q2,8.1
5005,South,Commercial,1751.6,1558.21,193.39,44856.57,231.94875639898652,Q2,231.95,Q2,11.04
5006,West,Residential,907.77,798.0,109.77,96444.77,878.6077252436914,Q4 (worst),878.61,Q4 worst,12.09
5007,South,Commercial,1446.07,1274.52,171.55,52595.41,306.5893908481492,Q2,306.59,Q2,11.86
5008,South,Residential,1908.69,1743.13,165.56,30170.47,182.23284609809133,Q2,182.23,Q2,8.67
5009,Central,Residential,2350.6,2039.04,311.56,13450.98,43.17300038515855,Q1 (best),43.17,Q1 best,13.25
5010,North,Commercial,743.6,674.08,69.52,52579.64,756.3239355581128,Q4 (worst),756.32,Q4 worst,9.35
5011,South,Industrial,2188.6,1832.1,356.5,24895.95,69.8343618513324,Q1 (best),69.83,Q1 best,16.29
5012,South,Residential,1069.51,936.42,133.09,98737.46,741.8848899241116,Q4 (worst),741.88,Q4 worst,12.44
5013,Central,Residential,1822.28,1738.89,83.39,41270.31,494.9071831154814,Q3,494.91,Q3,4.58
5014,South,Residential,1850.52,1724.14,126.38,74971.64,593.2239278366831,Q3,593.22,Q3,6.83
5015,Central,Commercial,2110.35,1893.58,216.77,67049.21,309.31037505189835,Q2,309.31,Q2,10.27
5016,Central,Industrial,1413.54,1247.34,166.2,52451.94,315.59530685920583,Q2,315.6,Q2,11.76
5017,South,Industrial,710.82,572.81,138.01,46229.46,334.971813636693,Q3,334.97,Q3,19.42
5018,South,Industrial,2051.68,1714.1,337.58,90158.57,267.07319746430477,Q2,267.07,Q2,16.45
5019,Central,Industrial,1754.68,1711.86,42.82,32540.17,759.929238673517,Q4 (worst),759.93,Q4 worst,2.44
5020,East,Commercial,2495.41,2431.09,64.32,69172.17,1075.4379664179105,Q4 (worst),1075.44,Q4 worst,2.58
5021,North,Commercial,2302.91,2194.06,108.85,11882.61,109.16499770326138,Q1 (best),109.16,Q1 best,4.73
5022,Central,Residential,1704.54,1613.83,90.71,59082.1,651.3295116304707,Q4 (worst),651.33,Q4 worst,5.32
5023,East,Commercial,2091.3,1746.2,345.1,97300.06,281.9474355259345,Q2,281.95,Q2,16.5
5024,North,Commercial,918.95,739.75,179.2,73222.98,408.6103794642857,Q3,408.61,Q3,19.5
5025,East,Residential,1103.82,1070.32,33.5,30440.91,908.6838805970149,Q4 (worst),908.68,Q4 worst,3.03
5026,Central,Commercial,2059.12,1722.34,336.78,58080.78,172.4591127739177,Q2,172.46,Q2,16.36
5027,North,Industrial,1279.79,1250.15,29.64,89022.12,3003.4453441295545,Q4 (worst),3003.45,Q4 worst,2.32
5028,South,Industrial,1131.86,947.56,184.3,80057.09,434.38464460119366,Q3,434.38,Q3,16.28
5029,East,Commercial,2279.7,1989.99,289.71,36730.54,126.7838183010597,Q1 (best),126.78,Q1 best,12.71
5030,Central,Industrial,1622.16,1345.37,276.79,96016.65,346.8934932620398,Q3,346.89,Q3,17.06
5031,Central,Commercial,714.15,613.21,100.94,72404.87,717.3060233802258,Q4 (worst),717.31,Q4 worst,14.13
5032,Central,Commercial,2389.68,2042.88,346.8,93133.65,268.55147058823525,Q2,268.55,Q2,14.51
5033,North,Industrial,960.61,864.36,96.25,15588.66,161.9601038961039,Q1 (best),161.96,Q1 best,10.02
5034,North,Industrial,895.08,809.51,85.57,44270.17,517.3561996026646,Q3,517.36,Q3,9.56
5035,Central,Residential,762.34,696.71,65.63,46334.53,705.9961907664178,Q4 (worst),706.0,Q4 worst,8.61
5036,East,Residential,762.7,639.48,123.22,75055.53,609.1180814802792,Q3,609.12,Q3,16.16
5037,South,Commercial,1420.09,1239.13,180.96,79874.56,441.393457117595,Q3,441.39,Q3,12.74
5038,South,Residential,1282.06,1041.24,240.82,39361.39,163.44734656589984,Q1 (best),163.45,Q1 best,18.78
5039,Central,Commercial,1890.48,1526.69,363.79,89957.63,247.279007119492,Q2,247.28,Q2,19.24
5040,East,Industrial,1303.99,1177.15,126.84,48714.34,384.06133711762845,Q3,384.06,Q3,9.73
5041,North,Commercial,2151.17,1924.43,226.74,12034.47,53.07607832759989,Q1 (best),53.08,Q1 best,10.54
5042,East,Commercial,1321.08,1234.34,86.74,28635.8,330.13373299515797,Q3,330.13,Q3,6.57
5043,South,Commercial,1692.31,1458.39,233.92,56748.95,242.5998204514364,Q2,242.6,Q2,13.82
5044,South,Commercial,1947.91,1680.75,267.16,75990.53,284.43827668812696,Q2,284.44,Q2,13.72
5045,West,Commercial,1069.42,951.66,117.76,12670.61,107.59689198369566,Q1 (best),107.6,Q1 best,11.01
5046,South,Industrial,659.07,602.81,56.26,72168.28,1282.763597582652,Q4 (worst),1282.76,Q4 worst,8.54
5047,East,Residential,2203.83,2135.76,68.07,20064.21,294.75848391361836,Q2,294.76,Q2,3.09
5048,West,Commercial,628.87,602.01,26.86,86338.67,3214.3957557706626,Q4 (worst),3214.4,Q4 worst,4.27
5049,West,Industrial,831.46,768.07,63.39,29026.15,457.8979334279855,Q3,457.9,Q3,7.62
5050,Central,Residential,1578.86,1285.82,293.04,24130.05,82.34387796887796,Q1 (best),82.34,Q1 best,18.56
5051,East,Industrial,911.95,863.85,48.1,66966.69,1392.2388773388773,Q4 (worst),1392.24,Q4 worst,5.27
5052,South,Commercial,1995.62,1903.36,92.26,40858.53,442.86288749187077,Q3,442.86,Q3,4.62
5053,West,Commercial,2262.77,2003.97,258.8,64414.2,248.89567233384852,Q2,248.9,Q2,11.44
5054,West,Industrial,1749.33,1561.43,187.9,94182.84,501.2391697711548,Q3,501.24,Q3,10.74
5055,Central,Residential,1050.77,849.78,200.99,62744.47,312.1770734862431,Q2,312.18,Q2,19.13
5056,South,Residential,581.32,498.52,82.8,66576.41,804.0629227053141,Q4 (worst),804.06,Q4 worst,14.24
5057,Central,Residential,2452.93,2219.5,233.43,75951.26,325.37060360707704,Q2,325.37,Q2,9.52
5058,East,Industrial,970.06,903.86,66.2,73325.96,1107.6429003021149,Q4 (worst),1107.64,Q4 worst,6.82
5059,West,Commercial,2311.65,2002.77,308.88,69759.44,225.84641284641285,Q2,225.85,Q2,13.36
5060,Central,Commercial,722.4,634.33,88.07,79683.0,904.7689338026571,Q4 (worst),904.77,Q4 worst,12.19
5061,West,Residential,528.73,426.08,102.65,40491.69,394.46361422308814,Q3,394.46,Q3,19.41
5062,East,Residential,866.94,743.58,123.36,31229.67,253.1588035019455,Q2,253.16,Q2,14.23
5063,East,Industrial,724.2,609.25,114.95,25716.27,223.71700739451936,Q2,223.72,Q2,15.87
5064,Central,Residential,1376.27,1303.57,72.7,70932.56,975.688583218707,Q4 (worst),975.69,Q4 worst,5.28
5065,Central,Residential,1316.32,1174.94,141.38,39314.24,278.0749752440232,Q2,278.07,Q2,10.74
5066,North,Industrial,2306.58,2072.01,234.57,64771.51,276.12870358528374,Q2,276.13,Q2,10.17
5067,Central,Industrial,1130.95,906.93,224.02,73279.92,327.1132934559414,Q2,327.11,Q2,19.81
5068,West,Residential,929.27,860.94,68.33,50532.85,739.5411971315674,Q4 (worst),739.54,Q4 worst,7.35
5069,West,Industrial,1509.15,1268.45,240.7,28845.12,119.83847112588285,Q1 (best),119.84,Q1 best,15.95
5070,North,Commercial,1046.47,924.73,121.74,88812.2,729.5235748316084,Q4 (worst),729.52,Q4 worst,11.63
5071,North,Industrial,942.19,835.66,106.53,41368.59,388.3280765981413,Q3,388.33,Q3,11.31
5072,East,Commercial,685.54,630.17,55.37,16485.69,297.73686111612784,Q2,297.74,Q2,8.08
5073,East,Industrial,1436.69,1233.17,203.52,55031.37,270.3978478773585,Q2,270.4,Q2,14.17
5074,East,Commercial,1259.25,1192.22,67.03,82030.05,1223.7811427718932,Q4 (worst),1223.78,Q4 worst,5.32
5075,West,Residential,724.39,657.76,66.63,72621.42,1089.9207564160288,Q4 (worst),1089.92,Q4 worst,9.2
5076,East,Commercial,576.26,481.04,95.22,99480.97,1044.7486872505776,Q4 (worst),1044.75,Q4 worst,16.52
5077,North,Commercial,1808.65,1714.51,94.14,19473.67,206.8586148289781,Q2,206.86,Q2,5.2
5078,West,Residential,935.78,838.06,97.72,51647.09,528.521182971756,Q3,528.52,Q3,10.44
5079,North,Industrial,1266.6,1107.72,158.88,87715.84,552.0886203423968,Q3,552.09,Q3,12.54
5080,West,Commercial,652.26,540.35,111.91,97589.59,872.0363685104102,Q4 (worst),872.04,Q4 worst,17.16
5081,South,Residential,1397.09,1334.09,63.0,84822.66,1346.3914285714286,Q4 (worst),1346.39,Q4 worst,4.51
5082,West,Residential,1300.53,1273.07,27.46,17076.5,621.8681718863802,Q3,621.87,Q3,2.11
5083,East,Industrial,524.75,444.19,80.56,57591.56,714.890268123138,Q4 (worst),714.89,Q4 worst,15.35
5084,North,Commercial,605.7,550.16,55.54,41834.79,753.2371263953908,Q4 (worst),753.24,Q4 worst,9.17
5085,East,Residential,1454.32,1267.0,187.32,59383.88,317.0183642963912,Q2,317.02,Q2,12.88
5086,West,Commercial,1540.49,1258.71,281.78,61896.04,219.66087018241183,Q2,219.66,Q2,18.29
5087,Central,Industrial,1538.35,1472.08,66.27,95030.03,1433.9826467481516,Q4 (worst),1433.98,Q4 worst,4.31
5088,South,Residential,1716.4,1612.02,104.38,99303.33,951.3635753975858,Q4 (worst),951.36,Q4 worst,6.08
5089,North,Commercial,2266.19,2049.08,217.11,93291.53,429.6970660034084,Q3,429.7,Q3,9.58
5090,West,Industrial,1305.33,1235.16,70.17,56396.23,803.7085649137808,Q4 (worst),803.71,Q4 worst,5.38
5091,West,Commercial,752.57,692.06,60.51,7290.59,120.48570484217485,Q1 (best),120.49,Q1 best,8.04
5092,West,Industrial,1041.7,1012.42,29.28,50472.3,1723.780737704918,Q4 (worst),1723.78,Q4 worst,2.81
5093,North,Commercial,504.61,480.08,24.53,74988.57,3057.0146759070526,Q4 (worst),3057.01,Q4 worst,4.86
5094,South,Industrial,1168.28,1005.48,162.8,67112.94,412.24164619164617,Q3,412.24,Q3,13.94
5095,South,Industrial,1679.73,1416.54,263.19,95167.95,361.5940955203465,Q3,361.59,Q3,15.67
5096,East,Commercial,2157.1,2106.92,50.18,12712.99,253.34774810681546,Q2,253.35,Q2,2.33
5097,South,Commercial,2012.49,1748.05,264.44,83423.52,315.47239449402514,Q2,315.47,Q2,13.14
5098,North,Residential,2219.25,2055.62,163.63,37403.4,228.58522275866287,Q2,228.59,Q2,7.37
5099,Central,Industrial,1237.0,990.84,246.16,54170.39,220.0617078323042,Q2,220.06,Q2,19.9
5100,East,Industrial,1891.74,1634.07,257.67,79175.26,307.2738774401366,Q2,307.27,Q2,13.62
5101,West,Industrial,1114.63,1044.14,70.49,59981.36,850.9201305149668,Q4 (worst),850.92,Q4 worst,6.32
